         4152454 function calls (4091041 primitive calls) in 5.373 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      191    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
      159    0.000    0.000    0.003    0.000 edfreader.py:88(getNSamples)
     2028    0.000    0.000    0.002    0.000 typing.py:128(_type_convert)
       87    0.000    0.000    0.002    0.000 scanner.py:752(scan_to_next_token)
        5    0.000    0.000    0.001    0.000 arraysetops.py:524(in1d)
     2359    0.000    0.000    0.001    0.000 posixpath.py:52(normcase)
     1198    0.000    0.000    0.022    0.000 inspect.py:3111(signature)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._autograd_init}
      140    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
      917    0.000    0.000    0.005    0.000 mark_tokens.py:225(visit_call)
      208    0.000    0.000    0.001    0.000 generic.py:259(__init__)
       88    0.000    0.000    0.011    0.000 dataclasses.py:489(_init_fn)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        1    0.000    0.000    0.002    0.002 symbolic_opset9.py:1(<module>)
      278    0.000    0.000    0.002    0.000 overrides.py:83(verify_matching_signatures)
     1708    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
      207    0.000    0.000    0.004    0.000 typing.py:832(__getitem__)
   608/16    0.000    0.000    0.001    0.000 copy.py:128(deepcopy)
     1105    0.000    0.000    0.000    0.000 {built-in method torch._C._add_docstr}
        1    0.000    0.000    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
     3434    0.000    0.000    0.001    0.000 inspect.py:261(iscode)
        5    0.000    0.000    0.051    0.010 highlevel.py:380(<listcomp>)
      605    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
     5220    0.000    0.000    0.000    0.000 {method 'digital_max' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:327(<listcomp>)
      655    0.000    0.000    0.002    0.000 _builtins.py:158(_register_builtin)
      191    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
     5220    0.000    0.000    0.000    0.000 {method 'digital_min' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
      386    0.000    0.000    0.001    0.000 _ufunc_config.py:33(seterr)
     5220    0.000    0.000    0.000    0.000 {method 'physical_max' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
        5    0.000    0.000    0.001    0.000 executing.py:209(<listcomp>)
     5882    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
     2047    0.000    0.000    0.001    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.000    0.000 stata.py:1115(StataReader)
     6291    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     3438    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
      445    0.000    0.000    0.001    0.000 typing.py:218(_deduplicate)
      901    0.000    0.000    0.058    0.000 tags.py:171(cpython_tags)
      920    0.000    0.000    0.001    0.000 common.py:1591(_is_dtype_type)
     5220    0.000    0.000    0.000    0.000 {method 'physical_min' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
      268    0.000    0.000    0.001    0.000 _docscrape.py:168(_is_at_section)
     1454    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
     1903    0.000    0.000    0.112    0.000 tags.py:526(sys_tags)
1496/1294    0.000    0.000    0.001    0.000 typing.py:756(__hash__)
      139    0.000    0.000    0.001    0.000 common.py:235(asarray_tuplesafe)
     1296    0.000    0.000    0.001    0.000 inspect.py:514(_is_wrapper)
     1893    0.000    0.000    0.001    0.000 _ops.py:259(__hash__)
     4563    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      310    0.000    0.000    0.001    0.000 generic.py:5904(__setattr__)
        1    0.000    0.000    0.000    0.000 linalg.py:2191(lstsq)
      132    0.000    0.000    0.001    0.000 numeric.py:274(full)
     1454    0.000    0.000    0.001    0.000 abc.py:117(__instancecheck__)
      385    0.000    0.000    0.000    0.000 _util.py:330(<listcomp>)
      287    0.000    0.000    0.032    0.000 __init__.py:44(decomposition_decorator)
       12    0.000    0.000    0.029    0.002 executing.py:700(matching_nodes)
       78    0.000    0.000    0.001    0.000 _decorators.py:305(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:92(BaseBlockManager)
        5    0.000    0.000    0.001    0.000 channel_clean.py:29(HUP_clean)
      631    0.000    0.000    0.001    0.000 mark_tokens.py:290(handle_str)
     2055    0.000    0.000    0.000    0.000 _docscrape.py:65(eof)
      386    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
     5768    0.000    0.000    0.000    0.000 executing.py:129(assert_)
     4160    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.088    0.044 subprocess.py:1090(communicate)
      325    0.000    0.000    0.003    0.000 function_base.py:497(add_newdoc)
        1    0.000    0.000    0.000    0.000 __init__.py:330(<listcomp>)
     2132    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
        1    0.000    0.000    0.012    0.012 decompositions.py:1(<module>)
     1394    0.000    0.000    0.003    0.000 typing.py:466(<genexpr>)
       10    0.000    0.000    0.025    0.002 managers.py:774(_slice_take_blocks_ax0)
     3411    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       79    0.000    0.000    0.019    0.000 sre_compile.py:783(compile)
      524    0.000    0.000    0.000    0.000 dataclasses.py:416(_field_init)
      257    0.000    0.000    0.005    0.000 _decorators.py:411(<listcomp>)
       55    0.000    0.000    0.006    0.000 base.py:708(_with_infer)
        3    0.000    0.000    0.113    0.038 subprocess.py:464(run)
      539    0.000    0.000    0.001    0.000 registration.py:213(register)
      414    0.000    0.000    0.000    0.000 _util.py:345(<genexpr>)
        1    0.000    0.000    0.077    0.077 _continuous_distns.py:6(<module>)
      169    0.000    0.000    0.001    0.000 fromnumeric.py:40(_wrapit)
1180/1179    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      321    0.000    0.000    0.079    0.000 construction.py:744(_try_cast)
       47    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
      109    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:109(get_lexer_by_name)
     2547    0.000    0.000    0.000    0.000 reader.py:87(peek)
     5061    0.000    0.000    0.000    0.000 {method 'samples_in_file' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
       11    0.000    0.000    0.118    0.011 construction.py:423(dict_to_mgr)
       92    0.000    0.000    0.001    0.000 typing.py:628(__init__)
      343    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
     1621    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        7    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       34    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       79    0.000    0.000    0.001    0.000 config.py:453(register_option)
     1203    0.000    0.000    0.000    0.000 util.py:50(expect_token)
      655    0.000    0.000    0.002    0.000 _builtins.py:128(_get_builtin_table)
    88/37    0.000    0.000    0.003    0.000 typing.py:759(__getitem__)
       79    0.000    0.000    0.004    0.000 sre_compile.py:560(_compile_info)
      520    0.000    0.000    0.000    0.000 _docscrape.py:58(seek_next_non_empty_line)
       78    0.000    0.000    0.005    0.000 _decorators.py:292(decorate)
      126    0.000    0.000    0.005    0.000 _distn_infrastructure.py:608(__init__)
      539    0.000    0.000    0.002    0.000 registration.py:296(wrapper)
      500    0.000    0.000    0.002    0.000 inspect.py:2873(replace)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
        2    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
      126    0.000    0.000    0.009    0.000 _distn_infrastructure.py:660(_attach_argparser_methods)
       20    0.000    0.000    0.000    0.000 {method '_close' of 'pyedflib._extensions._pyedflib.CyEdfReader' objects}
       14    0.000    0.000    0.008    0.001 traceback.py:321(extract)
        1    0.000    0.000    0.001    0.001 style.py:60(__new__)
     2067    0.000    0.000    0.000    0.000 dis.py:295(_get_name_info)
      365    0.000    0.000    0.000    0.000 __init__.py:124(<genexpr>)
      523    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
      532    0.000    0.000    0.001    0.000 common.py:162(is_object_dtype)
       20    0.000    0.000    0.000    0.000 base.py:2381(is_unique)
       15    0.000    0.000    0.002    0.000 _bunch.py:33(_make_tuple_bunch)
     3647    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
        7    0.000    0.000    0.000    0.000 {built-in method posix.open}
      159    0.000    0.000    0.005    0.000 common.py:57(new_method)
      708    0.000    0.000    0.000    0.000 scanner.py:145(need_more_tokens)
        1    0.000    0.000    0.003    0.003 terminal256.py:224(_setup_styles)
      369    0.000    0.000    0.000    0.000 _pytree.py:112(__init__)
     1720    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 arraysetops.py:323(_unique1d)
     3806    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
     1893    0.000    0.000    0.000    0.000 _docscrape.py:44(__getitem__)
      101    0.000    0.000    0.001    0.000 fnmatch.py:54(filter)
      172    0.000    0.000    0.000    0.000 base.py:5254(__contains__)
      332    0.000    0.000    0.030    0.000 _pytree.py:190(tree_map)
        1    0.000    0.000    0.004    0.004 _dill.py:8(<module>)
     1375    0.000    0.000    0.000    0.000 sre_parse.py:250(match)
     1003    0.000    0.000    0.054    0.000 tags.py:315(compatible_tags)
     1621    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
       31    0.000    0.000    0.000    0.000 base.py:881(_engine)
      580    0.000    0.000    0.000    0.000 regexopt.py:63(<listcomp>)
      453    0.000    0.000    0.001    0.000 inspect.py:2564(replace)
      165    0.000    0.000    0.409    0.002 <frozen importlib._bootstrap_external>:1171(create_module)
        7    0.000    0.000    0.033    0.005 executing.py:558(__init__)
      261    0.000    0.000    0.001    0.000 __init__.py:294(<genexpr>)
     1216    0.000    0.000    0.000    0.000 sre_parse.py:173(append)
     1253    0.000    0.000    0.002    0.000 {built-in method builtins.next}
  369/332    0.000    0.000    0.000    0.000 _pytree.py:161(tree_unflatten)
       10    0.000    0.000    0.001    0.000 edfreader.py:461(<listcomp>)
      504    0.000    0.000    0.007    0.000 re.py:203(sub)
       79    0.000    0.000    0.009    0.000 sre_parse.py:944(parse)
      159    0.000    0.000    0.001    0.000 numeric.py:561(argwhere)
       11    0.000    0.000    0.025    0.002 managers.py:2253(_form_blocks)
       55    0.000    0.000    0.008    0.000 __init__.py:371(inner)
      643    0.000    0.000    0.000    0.000 _docscrape.py:91(peek)
       33    0.000    0.000    0.207    0.006 inspect.py:997(getsourcelines)
        1    0.000    0.000    4.506    4.506 main.py:2(<module>)
        1    0.000    0.000    0.007    0.007 nvfuser_prims.py:525(register_nvprims)
        5    0.000    0.000    0.176    0.035 functional.py:1(<module>)
      191    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
      182    0.000    0.000    0.000    0.000 base.py:5304(__getitem__)
      850    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        5    0.000    0.000    0.576    0.115 executing.py:273(_for_filename_and_lines)
      298    0.000    0.000    0.004    0.000 typing.py:841(copy_with)
        3    0.000    0.000    0.001    0.000 subprocess.py:1207(_close_pipe_fds)
     5174    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
      523    0.000    0.000    0.001    0.000 dataclasses.py:322(field)
  369/332    0.000    0.000    0.001    0.000 _pytree.py:139(tree_flatten)
      101    0.000    0.000    0.000    0.000 typing.py:1007(__init_subclass__)
        1    0.000    0.000    0.004    0.004 frame.py:475(DataFrame)
      249    0.000    0.000    0.078    0.000 cast.py:1178(maybe_infer_to_datetimelike)
       18    0.000    0.000    0.000    0.000 {built-in method posix.close}
       28    0.000    0.000    0.001    0.000 _backend.py:307(get_defaults)
      166    0.000    0.000    0.003    0.000 frame.py:4274(_get_item_cache)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
      157    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
       26    0.000    0.000    0.000    0.000 _sources.py:87(__init__)
      101    0.000    0.000    0.008    0.000 glob.py:134(_listdir)
      125    0.000    0.000    0.004    0.000 typing.py:472(Optional)
        9    0.000    0.000    0.222    0.025 api.py:1(<module>)
      344    0.000    0.000    0.001    0.000 fromnumeric.py:53(_wrapfunc)
       33    0.000    0.000    0.193    0.006 inspect.py:809(findsource)
     1988    0.000    0.000    0.000    0.000 typing.py:947(<genexpr>)
       72    0.000    0.000    0.002    0.000 base.py:7396(_maybe_cast_data_without_dtype)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
       11    0.000    0.000    0.080    0.007 construction.py:588(_homogenize)
     1590    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       85    0.000    0.000    0.000    0.000 preprocessing.py:42(frequency_downsample)
      468    0.000    0.000    0.001    0.000 executing.py:799(matches)
      652    0.000    0.000    0.000    0.000 tags.py:522(_version_nodot)
     1528    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1481(<genexpr>)
      852    0.000    0.000    0.000    0.000 dis.py:283(_get_const_info)
      770    0.000    0.000    0.000    0.000 dis.py:449(findlinestarts)
      435    0.000    0.000    0.003    0.000 scanner.py:113(check_token)
      385    0.000    0.000    0.000    0.000 _util.py:335(<listcomp>)
     1301    0.000    0.000    0.000    0.000 _docscrape.py:81(is_empty)
     3522    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
  516/391    0.000    0.000    0.012    0.000 typing.py:352(__getitem__)
      161    0.000    0.000    0.013    0.000 _decorators.py:508(__call__)
      515    0.000    0.000    0.000    0.000 dataclasses.py:470(_init_param)
       54    0.000    0.000    0.001    0.000 typing.py:481(Literal)
      354    0.000    0.000    0.001    0.000 _pytree.py:132(__init__)
